1	0.49834
2	0.49834
3	0.501883
4	0.502831
5	0.502831
6	0.530432
7	0.530432
8	0.530432
9	0.538522
10	0.551283
11	0.56265
12	0.56265
13	0.573863
14	0.573863
15	0.584979
16	0.585439
17	0.585439
18	0.589038
19	0.589038
20	0.589038
21	0.589038
22	0.589498
23	0.589498
24	0.589498
25	0.593389
26	0.593389
27	0.597657
28	0.597657
29	0.597657
30	0.597657
31	0.59841
32	0.59841
33	0.59841
34	0.59841
35	0.603082
36	0.603082
37	0.604435
38	0.604435
39	0.606722
40	0.606722
41	0.606722
42	0.606722
43	0.606722
44	0.606722
45	0.612371
46	0.612371
47	0.627336
48	0.627336
49	0.627336
50	0.627336
51	0.627336
52	0.627336
53	0.627336
54	0.627336
55	0.627336
56	0.627336
57	0.627336
58	0.637978
59	0.637978
60	0.637978
61	0.63947
62	0.6406
63	0.6406
64	0.6406
65	0.6406
66	0.657364
67	0.657364
68	0.657364
69	0.657364
70	0.657364
71	0.657364
72	0.657364
73	0.657364
74	0.661953
75	0.668298
76	0.668298
77	0.668298
78	0.668298
79	0.668298
80	0.668298
81	0.668298
82	0.668298
83	0.668298
84	0.668298
85	0.668298
86	0.668298
87	0.668298
88	0.668298
89	0.668298
90	0.668298
91	0.668298
92	0.668828
93	0.668828
94	0.668828
95	0.668828
96	0.679191
97	0.679191
98	0.679191
99	0.679191
100	0.679191
101	0.679191
102	0.679191
103	0.679191
104	0.679191
105	0.679191
106	0.679191
107	0.679191
108	0.679191
109	0.679191
110	0.679191
111	0.679191
112	0.679191
113	0.679191
114	0.679191
115	0.679191
116	0.679191
117	0.679191
118	0.679191
119	0.679191
120	0.680084
121	0.680084
122	0.680084
123	0.680084
124	0.696053
125	0.696053
126	0.696053
127	0.696053
128	0.696053
129	0.696053
130	0.696053
131	0.696053
132	0.696053
133	0.696053
134	0.696053
135	0.696053
136	0.696053
137	0.696053
138	0.696053
139	0.696053
140	0.696053
141	0.696053
142	0.696053
143	0.696053
144	0.696053
145	0.696053
146	0.696053
147	0.696053
148	0.696053
149	0.696053
150	0.696053
151	0.696053
152	0.696053
153	0.696053
154	0.696053
155	0.713166
156	0.713166
157	0.713166
158	0.713166
159	0.713166
160	0.713166
161	0.713166
162	0.713166
163	0.713166
164	0.713166
165	0.713166
166	0.713166
167	0.713166
168	0.713166
169	0.713166
170	0.713166
171	0.713166
172	0.713166
173	0.713166
174	0.713166
175	0.713166
176	0.713166
177	0.713166
178	0.713166
179	0.713166
180	0.713166
181	0.713166
182	0.713166
183	0.713166
184	0.713166
185	0.713166
186	0.713166
187	0.713166
188	0.713166
189	0.713166
190	0.713166
191	0.713166
192	0.713166
193	0.713166
194	0.716248
195	0.716248
196	0.716248
197	0.716248
198	0.716248
199	0.716248
200	0.716248
201	0.716248
202	0.716248
203	0.716248
204	0.716248
205	0.716248
206	0.716248
207	0.716248
208	0.716248
209	0.716248
210	0.71675
211	0.71675
212	0.71675
213	0.71675
214	0.71675
215	0.71675
216	0.71675
217	0.71675
218	0.71675
219	0.71675
220	0.71675
221	0.71675
222	0.71675
223	0.71675
224	0.71675
225	0.71675
226	0.721967
227	0.721967
228	0.721967
229	0.721967
230	0.721967
231	0.721967
232	0.721967
233	0.721967
234	0.721967
235	0.721967
236	0.721967
237	0.721967
238	0.738382
239	0.740753
240	0.740753
241	0.740753
242	0.740753
243	0.740753
244	0.740753
245	0.740753
246	0.740753
247	0.740753
248	0.740753
249	0.741688
250	0.74311
251	0.74311
252	0.74311
253	0.74311
254	0.74311
255	0.74311
256	0.74311
257	0.74311
258	0.771437
259	0.771437
260	0.771437
261	0.771437
262	0.771437
263	0.771437
264	0.771437
265	0.771437
266	0.771437
267	0.771437
268	0.771437
269	0.771437
270	0.771437
271	0.771437
272	0.771464
273	0.771464
274	0.771464
275	0.771464
276	0.771464
277	0.771464
278	0.771464
279	0.771464
280	0.771464
281	0.771464
282	0.771464
283	0.771464
284	0.771464
285	0.771464
286	0.771464
287	0.771464
288	0.771464
289	0.771464
290	0.771464
291	0.771464
292	0.771464
293	0.771464
294	0.771464
295	0.771464
296	0.771464
297	0.771464
298	0.771464
299	0.771464
300	0.771464
301	0.771464
302	0.771464
303	0.771464
304	0.771464
305	0.771464
306	0.771464
307	0.771464
308	0.771464
309	0.771464
310	0.771464
311	0.771464
312	0.771464
313	0.771464
314	0.771464
315	0.771464
316	0.771464
317	0.771464
